day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;38800;CHOCOLATE;7990;17;7987;25;7986;21;8002;16;8003;20;8006;21;7995.7;-1.7
0;38900;ROSES;14988;18;14986;18;14983;11;15008;15;15011;4;15013;9;14998.1;0.2
0;38900;CHOCOLATE;7990;18;7989;17;7987;23;8002;10;8003;16;8005;13;7995.7;0.6
0;39000;ROSES;14988;14;14987;10;14985;4;15008;17;15010;19;15013;13;14997.9;-0.2
0;39000;CHOCOLATE;7989;13;7987;17;7985;5;8001;10;8003;19;8005;12;7995.4;0.5
0;39100;ROSES;14988;20;14987;5;14985;11;15008;10;15011;6;15014;6;14997.9;0.4
0;39100;CHOCOLATE;7990;15;7989;13;7987;14;8002;13;8003;11;8006;24;7995.5;0.1
0;39200;ROSES;14989;3;14986;12;14983;12;15009;14;15012;15;15014;15;14999.0;-0.0
0;39200;CHOCOLATE;7990;9;7989;17;7987;12;8002;12;8005;11;8008;20;7995.7;-1.5
0;39300;ROSES;14989;13;14986;5;14984;13;15009;9;15012;16;15014;16;14999.0;1.3
0;39300;CHOCOLATE;7990;23;7987;9;7986;14;8002;5;8004;20;8005;16;7995.8;1.0
0;39400;ROSES;14989;12;14986;13;14984;3;15009;4;15012;7;15015;7;14998.8;0.9
0;39400;CHOCOLATE;7991;23;7988;17;7985;17;8003;11;8006;17;8009;7;7996.8;-0.5
0;39500;ROSES;14989;12;14988;5;14986;8;15009;6;15012;20;15014;8;14998.7;-0.1
0;39500;CHOCOLATE;7991;7;7989;17;7988;14;8003;11;8004;12;8005;14;7997.2;0.3
0;39600;ROSES;14989;8;14988;13;14986;16;15009;15;15012;8;15013;6;14998.6;-0.3
0;39600;CHOCOLATE;7991;9;7988;11;7987;14;8003;18;8005;20;8006;10;7997.4;0.7
0;39700;ROSES;14988;17;14985;11;14984;9;15008;3;15011;7;15014;17;14998.0;-1.4
0;39700;CHOCOLATE;7992;20;7991;19;7988;19;8004;23;8006;6;8009;7;7997.7;0.4
0;39800;ROSES;14988;12;14986;15;14984;8;15008;16;15011;10;15014;8;14997.9;2.0
0;39800;CHOCOLATE;7992;23;7990;8;7988;17;8004;6;8007;12;8008;10;7998.1;-1.0
0;39900;ROSES;14988;9;14986;18;14983;16;15008;20;15009;6;15012;14;14997.8;1.4
0;39900;CHOCOLATE;7992;13;7990;11;7988;21;8004;6;8006;19;8007;5;7998.2;0.2
0;40000;ROSES;14988;15;14985;9;14983;15;15008;4;15010;3;15012;11;14998.2;0.7
0;40000;CHOCOLATE;7993;20;7991;19;7988;7;8005;7;8008;22;8010;12;7998.7;1.5
0;40100;ROSES;14988;3;14986;6;14984;8;15008;12;15009;6;15010;20;14998.2;-1.0
0;40100;CHOCOLATE;7993;9;7990;19;7989;16;8005;10;8008;11;8010;6;7998.7;-0.6
0;40200;ROSES;14988;19;14986;6;14983;15;15008;12;15009;17;15012;4;14998.4;-0.8
0;40200;CHOCOLATE;7993;12;7991;11;7990;7;8005;5;8006;18;8008;5;7998.6;-0.2
0;40300;ROSES;14989;10;14988;6;14985;8;15009;8;15012;4;15013;16;14998.7;-0.1
0;40300;CHOCOLATE;7992;24;7990;11;7987;22;8004;17;8007;18;8008;8;7998.1;-0.1
0;40400;ROSES;14989;13;14987;3;14986;15;15009;9;15010;17;15012;10;14998.7;0.5
0;40400;CHOCOLATE;7993;7;7990;11;7987;18;8005;14;8007;24;8008;20;7998.6;0.7
0;40500;ROSES;14989;6;14986;13;14983;15;15009;7;15010;13;15012;8;14998.9;-0.0
0;40500;CHOCOLATE;7992;15;7990;5;7987;24;8004;23;8006;19;8007;17;7998.2;-1.6
0;40600;ROSES;14988;10;14985;3;14982;6;15008;12;15011;10;15012;16;14998.4;-0.1
0;40600;CHOCOLATE;7992;14;7991;11;7990;9;8004;17;8006;11;8008;25;7998.2;-1.4
0;40700;ROSES;14989;7;14986;11;14984;13;15009;4;15012;19;15014;16;14999.0;0.5
0;40700;CHOCOLATE;7992;15;7991;12;7990;11;8004;22;8007;6;8009;12;7998.1;-0.7
0;40800;ROSES;14989;13;14988;8;14985;17;15009;3;15011;5;15014;18;14999.2;-1.5
0;40800;CHOCOLATE;7992;7;7989;10;7988;23;8004;22;8005;11;8006;12;7998.2;0.3
0;40900;ROSES;14989;9;14987;10;14985;16;15009;8;15010;10;15013;12;14998.9;-0.1
0;40900;CHOCOLATE;7992;7;7989;16;7988;17;8004;17;8006;10;8008;20;7998.2;1.1
0;41000;ROSES;14988;3;14985;15;14983;16;15008;5;15009;12;15011;20;14998.5;0.4
0;41000;CHOCOLATE;7992;19;7990;14;7988;17;8004;22;8006;24;8008;20;7998.4;1.4
0;41100;ROSES;14989;3;14987;3;14986;19;15009;14;15010;18;15011;15;14998.7;0.2
0;41100;CHOCOLATE;7993;14;7990;25;7988;23;8005;7;8007;18;8009;6;7999.1;-1.1
0;41200;ROSES;14989;11;14986;14;14985;19;15009;18;15010;14;15012;4;14998.8;-0.0
0;41200;CHOCOLATE;7993;6;7990;16;7989;25;8005;5;8006;25;8008;9;7998.7;-1.9
0;41300;ROSES;14989;8;14986;3;14985;6;15009;5;15011;15;15012;15;14998.8;1.1
0;41300;CHOCOLATE;7992;10;7991;18;7988;13;8004;14;8005;21;8007;22;7998.5;-2.7
0;41400;ROSES;14989;5;14987;6;14984;14;15009;7;15011;11;15014;9;14998.7;-0.9
0;41400;CHOCOLATE;7993;5;7991;8;7990;7;8005;18;8006;21;8008;18;7998.7;-0.4
0;41500;ROSES;14988;7;14987;9;14986;18;15008;8;15010;19;15011;6;14998.4;-1.4
0;41500;CHOCOLATE;7992;10;7991;11;7990;13;8004;18;8005;19;8008;25;7998.2;0.6
0;41600;ROSES;14988;5;14985;15;14984;6;15008;11;15009;5;15011;13;14998.5;-0.3
0;41600;CHOCOLATE;7992;6;7990;13;7987;5;8004;23;8005;6;8006;8;7998.4;0.1
0;41700;ROSES;14989;18;14987;18;14984;13;15009;16;15012;13;15014;14;14998.6;1.8
0;41700;CHOCOLATE;7992;17;7990;17;7989;24;8004;6;8006;16;8009;15;7998.3;-0.9
0;41800;ROSES;14989;3;14986;6;14984;19;15009;11;15012;10;15013;14;14998.6;-0.1
0;41800;CHOCOLATE;7992;11;7990;5;7987;25;8004;15;8006;5;8009;25;7997.9;0.5
0;41900;ROSES;14989;10;14986;18;14984;15;15009;5;15012;14;15014;16;14998.6;0.2
0;41900;CHOCOLATE;7992;17;7990;14;7987;24;8004;11;8007;9;8008;21;7998.5;-0.9
0;42000;ROSES;14989;18;14986;5;14983;12;15009;20;15010;17;15011;8;14999.0;-1.3
0;42000;CHOCOLATE;7993;12;7991;11;7988;10;8005;7;8008;8;8009;18;7999.1;-1.6
0;42100;ROSES;14989;11;14987;18;14985;6;15009;7;15011;20;15012;18;14999.0;-0.0
0;42100;CHOCOLATE;7994;25;7993;15;7990;17;8006;17;8009;25;8010;25;7999.5;0.9
0;42200;ROSES;14989;6;14987;12;14986;5;15009;6;15010;5;15012;13;14999.2;-2.7
0;42200;CHOCOLATE;7994;9;7991;15;7990;17;8006;23;8009;5;8011;14;7999.5;-2.5
0;42300;ROSES;14990;7;14988;19;14986;10;15010;6;15012;15;15014;3;14999.5;0.5
0;42300;CHOCOLATE;7993;19;7992;9;7990;24;8005;14;8006;9;8008;6;7999.1;-0.3
0;42400;ROSES;14989;18;14986;9;14985;18;15009;12;15011;15;15014;4;14999.3;-0.5
0;42400;CHOCOLATE;7993;6;7990;10;7989;20;8005;17;8008;14;8009;10;7999.4;-0.1
0;42500;ROSES;14990;14;14988;15;14986;15;15010;5;15013;19;15015;12;14999.7;-0.1
0;42500;CHOCOLATE;7993;9;7990;15;7987;23;8005;6;8007;14;8008;19;7999.3;2.4
0;42600;ROSES;14990;7;14988;9;14985;9;15010;9;15012;3;15014;14;14999.5;-1.2
0;42600;CHOCOLATE;7993;10;7990;6;7989;8;8005;16;8007;20;8009;10;7999.2;-1.4
0;42700;ROSES;14990;16;14987;7;14984;15;15010;10;15012;4;15015;6;14999.6;-0.2
0;42700;CHOCOLATE;7993;17;7990;7;7987;19;8005;25;8006;17;8009;13;7999.2;1.2
0;42800;ROSES;14989;6;14988;18;14987;19;15009;10;15010;3;15011;18;14999.4;-0.9
0;42800;CHOCOLATE;7993;25;7990;18;7989;14;8005;23;8007;9;8009;8;7999.2;1.8
0;42900;ROSES;14989;3;14986;15;14985;20;15009;20;15011;19;15014;18;14999.2;1.5
0;42900;CHOCOLATE;7994;11;7991;8;7988;10;8006;24;8009;10;8010;5;7999.7;0.8
0;43000;ROSES;14989;9;14988;8;14987;5;15009;20;15010;11;15013;4;14998.7;-0.7
0;43000;CHOCOLATE;7994;18;7992;5;7990;12;8006;14;8009;6;8010;21;7999.8;0.3
0;43100;ROSES;14989;18;14986;13;14984;19;15009;14;15010;20;15013;19;14998.9;-0.5
0;43100;CHOCOLATE;7994;9;7993;14;7992;11;8006;9;8007;24;8008;22;7999.9;0.5
0;43200;ROSES;14989;5;14988;20;14985;11;15009;11;15012;15;15014;8;14999.0;1.0
0;43200;CHOCOLATE;7994;9;7992;22;7989;11;8006;7;8008;25;8011;13;7999.8;0.3
0;43300;ROSES;14989;19;14988;8;14985;16;15009;7;15011;13;15014;16;14999.4;-0.0
0;43300;CHOCOLATE;7993;22;7992;8;7991;22;8005;18;8007;7;8008;15;7999.2;1.9
0;43400;ROSES;14989;11;14987;3;14985;6;15009;15;15010;10;15011;15;14999.2;-0.8
0;43400;CHOCOLATE;7994;14;7993;23;7992;20;8006;8;8009;21;8012;16;7999.7;-0.6
0;43500;ROSES;14989;4;14986;8;14984;13;15009;15;15012;8;15013;14;14999.1;-2.1
0;43500;CHOCOLATE;7994;20;7991;23;7988;9;8006;13;8009;5;8011;21;7999.9;-1.5
0;43600;ROSES;14989;11;14988;4;14986;14;15009;10;15012;16;15015;17;14999.0;-1.6
0;43600;CHOCOLATE;7994;18;7992;21;7989;12;8006;14;8008;25;8010;7;8000.2;2.9
0;43700;ROSES;14989;5;14987;10;14986;5;15009;8;15012;4;15013;5;14999.2;-0.4
0;43700;CHOCOLATE;7994;21;7992;9;7991;20;8006;20;8008;21;8011;22;8000.2;-1.4
0;43800;ROSES;14989;16;14986;20;14985;14;15009;10;15012;19;15013;4;14999.1;-1.1
0;43800;CHOCOLATE;7994;7;7991;16;7988;9;8006;21;8007;16;8008;6;7999.6;-1.8
0;43900;ROSES;14989;10;14987;20;14986;6;15009;12;15011;12;15014;18;14998.9;0.5
0;43900;CHOCOLATE;7994;11;7991;14;7988;25;8006;21;8009;6;8011;19;7999.5;0.7
0;44000;ROSES;14989;17;14988;13;14986;12;15009;14;15010;6;15013;3;14999.3;-1.3
0;44000;CHOCOLATE;7993;18;7991;20;7989;11;8005;7;8006;21;8007;21;7999.3;1.4
0;44100;ROSES;14990;11;14988;10;14987;18;15010;15;15011;14;15014;12;14999.6;-0.7
0;44100;CHOCOLATE;7993;19;7990;10;7988;9;8005;16;8006;18;8008;5;7998.8;1.8
0;44200;ROSES;14989;4;14988;7;14987;15;15009;16;15010;13;15012;4;14999.2;1.7
0;44200;CHOCOLATE;7993;18;7991;20;7988;22;8005;20;8007;9;8008;15;7998.9;0.6
0;44300;ROSES;14989;15;14987;7;14984;6;15009;6;15012;3;15015;7;14999.2;-1.9
0;44300;CHOCOLATE;7993;15;7990;18;7989;24;8005;5;8006;18;8009;20;7999.1;1.1
0;44400;ROSES;14989;19;14987;8;14986;10;15009;11;15012;6;15013;11;14999.1;1.2
0;44400;CHOCOLATE;7993;8;7991;21;7990;24;8005;10;8007;11;8010;23;7999.4;-0.0
0;44500;ROSES;14989;11;14988;9;14987;7;15009;16;15011;3;15012;9;14999.0;-0.5
0;44500;CHOCOLATE;7993;25;7991;12;7988;12;8005;15;8007;18;8010;20;7999.4;0.2
0;44600;ROSES;14989;14;14988;11;14986;14;15009;16;15010;10;15012;13;14999.3;0.4
0;44600;CHOCOLATE;7994;15;7993;11;7992;14;8006;20;8009;13;8012;24;7999.6;-0.4
0;44700;ROSES;14990;6;14988;6;14986;3;15010;20;15012;7;15014;13;14999.5;0.4
0;44700;CHOCOLATE;7993;16;7990;12;7987;25;8005;13;8008;11;8011;23;7999.3;1.6
0;44800;ROSES;14989;6;14988;4;14985;9;15009;9;15012;17;15015;6;14999.0;1.6
0;44800;CHOCOLATE;7994;11;7992;22;7990;9;8006;6;8009;9;8011;11;7999.6;0.6
0;44900;ROSES;14989;6;14986;16;14984;5;15009;18;15011;16;15013;19;14998.6;0.9
0;44900;CHOCOLATE;7994;9;7993;14;7992;6;8006;23;8009;6;8011;11;7999.9;-0.6
0;45000;ROSES;14989;8;14986;17;14983;19;15009;15;15012;20;15013;15;14998.6;-1.1
0;45000;CHOCOLATE;7994;11;7993;23;7992;5;8006;21;8007;19;8010;21;7999.7;0.5
0;45100;ROSES;14988;11;14986;20;14985;6;15008;8;15010;10;15013;4;14998.5;-1.3
0;45100;CHOCOLATE;7994;13;7991;6;7990;25;8006;12;8008;11;8009;22;7999.5;-0.2
0;45200;ROSES;14989;5;14986;20;14983;11;15009;7;15011;16;15013;12;14998.8;1.1
0;45200;CHOCOLATE;7993;13;7992;10;7990;13;8005;5;8006;22;8009;23;7999.4;0.3
0;45300;ROSES;14989;20;14987;9;14984;17;15009;10;15011;13;15014;11;14999.2;1.2
0;45300;CHOCOLATE;7994;18;7992;16;7991;9;8006;20;8008;7;8009;20;7999.5;1.5
0;45400;ROSES;14989;8;14988;12;14987;3;15009;12;15012;8;15014;8;14999.3;0.7
0;45400;CHOCOLATE;7994;18;7993;12;7992;19;8006;25;8007;17;8008;8;7999.7;-1.6
0;45500;ROSES;14989;15;14988;3;14985;6;15009;3;15010;4;15012;7;14999.2;-0.6
0;45500;CHOCOLATE;7994;5;7993;8;7990;22;8006;15;8009;7;8010;11;7999.7;0.5
0;45600;ROSES;14990;18;14988;7;14987;10;15010;4;15012;20;15014;11;14999.6;1.5
0;45600;CHOCOLATE;7994;8;7993;21;7992;18;8006;9;8009;5;8011;12;7999.6;-0.4
0;45700;ROSES;14990;10;14989;15;14987;6;15010;18;15013;8;15015;6;14999.9;0.2
0;45700;CHOCOLATE;7994;15;7992;8;7990;16;8006;7;8007;6;8010;24;7999.7;2.8
0;45800;ROSES;14990;16;14988;7;14985;12;15010;12;15011;14;15014;6;15000.1;1.0
0;45800;CHOCOLATE;7994;5;7992;9;7990;25;8006;9;8009;15;8010;9;7999.7;1.3
0;45900;ROSES;14990;16;14988;11;14987;7;15010;5;15011;13;15014;7;14999.7;1.2
0;45900;CHOCOLATE;7994;18;7992;24;7990;25;8006;15;8008;9;8010;25;7999.8;1.0
0;46000;ROSES;14990;18;14987;20;14985;20;15010;10;15013;15;15016;5;14999.9;-0.5
0;46000;CHOCOLATE;7994;7;7991;12;7988;16;8006;5;8009;11;8010;5;7999.5;-0.6
0;46100;ROSES;14990;14;14989;7;14988;12;15010;17;15011;7;15013;20;14999.7;1.0
0;46100;CHOCOLATE;7994;9;7993;8;7992;9;8006;17;8007;5;8008;18;8000.2;-0.4
0;46200;ROSES;14989;8;14986;3;14983;7;15009;14;15010;7;15012;5;14999.4;1.3
0;46200;CHOCOLATE;7994;9;7992;21;7991;14;8006;20;8007;18;8009;15;8000.2;0.2
0;46300;ROSES;14989;4;14988;4;14986;8;15009;19;15010;8;15011;3;14999.0;0.6
0;46300;CHOCOLATE;7994;23;7992;21;7989;14;8006;12;8009;18;8011;10;8000.0;0.7
0;46400;ROSES;14989;15;14987;4;14986;10;15009;15;15012;8;15013;20;14999.0;0.5
0;46400;CHOCOLATE;7994;25;7991;25;7989;17;8006;17;8008;10;8010;6;7999.9;-0.3
0;46500;ROSES;14989;5;14988;14;14986;13;15009;3;15010;10;15011;12;14999.1;-1.6
0;46500;CHOCOLATE;7994;11;7993;22;7990;11;8006;25;8007;6;8009;12;7999.9;0.5
0;46600;ROSES;14989;4;14986;4;14985;13;15009;5;15012;12;15014;3;14999.0;3.2
0;46600;CHOCOLATE;7994;17;7992;16;7989;9;8006;8;8007;15;8009;18;8000.4;-0.2
0;46700;ROSES;14989;15;14986;18;14985;4;15009;12;15010;8;15013;7;14999.3;-0.8
0;46700;CHOCOLATE;7994;11;7991;25;7990;9;8006;10;8009;21;8010;21;8000.4;-0.4
0;46800;ROSES;14990;13;14987;12;14985;14;15010;16;15012;4;15013;15;14999.7;-0.1
0;46800;CHOCOLATE;7994;25;7991;20;7990;8;8006;5;8007;9;8010;14;8000.4;4.0
0;46900;ROSES;14989;13;14988;8;14986;12;15009;8;15010;5;15012;11;14999.0;-0.9
0;46900;CHOCOLATE;7994;13;7993;20;7992;13;8006;19;8009;25;8011;9;8000.2;-0.5
0;47000;ROSES;14990;15;14988;16;14987;7;15010;17;15012;14;15014;19;14999.7;-1.2
0;47000;CHOCOLATE;7995;21;7993;19;7992;13;8007;6;8010;24;8012;25;8000.6;-2.4
0;47100;ROSES;14990;6;14987;12;14984;15;15010;8;15011;15;15012;5;15000.2;0.7
0;47100;CHOCOLATE;7995;19;7992;25;7991;22;8007;19;8009;8;8011;7;8000.7;2.4
0;47200;ROSES;14990;13;14988;5;14986;13;15010;13;15011;18;15013;9;15000.3;0.5
0;47200;CHOCOLATE;7995;9;7993;20;7991;9;8007;25;8008;11;8011;15;8000.6;-1.3
0;47300;ROSES;14989;18;14987;9;14986;4;15009;9;15011;3;15013;16;14999.4;-1.5
0;47300;CHOCOLATE;7995;17;7994;7;7993;14;8007;19;8008;18;8010;21;8000.6;1.7
0;47400;ROSES;14990;13;14989;12;14988;8;15010;9;15011;14;15013;16;14999.6;2.4
0;47400;CHOCOLATE;7994;23;7993;17;7990;5;8006;22;8008;24;8010;11;8000.2;0.2
0;47500;ROSES;14990;13;14987;3;14986;7;15010;17;15012;7;15015;18;15000.0;0.8
0;47500;CHOCOLATE;7994;5;7991;19;7989;9;8006;25;8008;19;8011;25;8000.3;-0.4
0;47600;ROSES;14990;20;14989;8;14986;15;15010;9;15011;14;15013;9;15000.1;-0.1
0;47600;CHOCOLATE;7995;5;7992;14;7991;14;8007;21;8009;8;8011;20;8001.1;-0.9
0;47700;ROSES;14990;16;14988;19;14986;13;15010;6;15012;8;15015;17;14999.9;-1.1
0;47700;CHOCOLATE;7995;17;7992;14;7991;18;8007;25;8010;14;8012;24;8000.9;0.3
0;47800;ROSES;14990;3;14989;16;14988;6;15010;18;15011;20;15012;6;15000.5;-1.0
0;47800;CHOCOLATE;7995;11;7994;12;7991;19;8007;22;8009;17;8011;8;8000.7;-1.1
0;47900;ROSES;14991;15;14990;3;14988;14;15011;10;15013;19;15015;12;15000.6;1.3
0;47900;CHOCOLATE;7995;5;7993;18;7991;6;8007;5;8010;5;8011;9;8000.6;1.7
0;48000;ROSES;14991;13;14988;8;14985;16;15011;10;15014;20;15016;15;15000.8;-2.2
0;48000;CHOCOLATE;7995;25;7994;17;7991;10;8007;17;8009;15;8010;21;8000.8;1.6
0;48100;ROSES;14991;15;14988;11;14987;20;15011;8;15014;13;15015;9;15000.9;0.7
0;48100;CHOCOLATE;7995;5;7994;24;7991;22;8007;7;8010;23;8011;17;8000.8;0.2
0;48200;ROSES;14991;8;14989;10;14986;10;15011;12;15014;9;15016;20;15001.4;0.3
0;48200;CHOCOLATE;7995;13;7993;7;7991;9;8007;25;8010;5;8011;25;8001.1;-1.6
0;48300;ROSES;14992;6;14991;7;14989;12;15012;11;15015;8;15016;5;15002.0;-0.2
0;48300;CHOCOLATE;7996;5;7995;18;7993;7;8008;20;8009;25;8011;7;8001.6;1.1
0;48400;ROSES;14992;8;14990;12;14987;3;15012;8;15014;4;15015;6;15002.1;1.2
0;48400;CHOCOLATE;7996;5;7994;10;7991;21;8008;13;8011;8;8014;11;8002.5;-0.6
0;48500;ROSES;14992;14;14989;6;14986;9;15012;3;15013;13;15014;7;15001.8;-0.9
0;48500;CHOCOLATE;7997;11;7996;7;7994;16;8009;22;8011;25;8013;14;8002.6;1.9
0;48600;ROSES;14991;11;14989;8;14986;9;15011;11;15013;15;15014;6;15001.2;0.5
0;48600;CHOCOLATE;7996;20;7994;18;7993;19;8008;18;8009;24;8012;13;8002.2;-1.0
0;48700;ROSES;14991;14;14988;14;14986;5;15011;17;15013;8;15014;4;15001.4;-1.6
0;48700;CHOCOLATE;7996;21;7994;16;7992;17;8008;5;8011;8;8014;10;8002.4;-0.2
0;48800;ROSES;14992;9;14991;14;14989;14;15012;7;15013;13;15014;6;15001.5;-1.2
0;48800;CHOCOLATE;7997;23;7994;15;7992;12;8009;22;8010;7;8012;17;8002.9;0.1
0;48900;ROSES;14992;5;14991;16;14990;16;15012;13;15015;13;15017;9;15001.5;0.8
0;48900;CHOCOLATE;7997;8;7995;8;7994;19;8009;10;8011;24;8013;15;8003.0;2.1
0;49000;ROSES;14991;3;14990;17;14988;12;15011;7;15012;15;15015;4;15001.3;-0.5
0;49000;CHOCOLATE;7998;7;7997;20;7995;8;8010;18;8013;14;8014;13;8003.6;-1.7
0;49100;ROSES;14991;4;14990;15;14987;12;15011;17;15013;18;15015;6;15001.2;1.0
0;49100;CHOCOLATE;7998;5;7997;9;7996;8;8010;15;8011;18;8012;12;8004.0;-2.4
0;49200;ROSES;14991;4;14989;11;14986;4;15011;6;15012;4;15015;12;15001.3;0.7
0;49200;CHOCOLATE;7998;10;7995;9;7993;23;8010;19;8012;8;8015;9;8004.2;0.5
0;49300;ROSES;14991;6;14988;19;14986;19;15011;10;15014;18;15016;18;15001.2;0.6
0;49300;CHOCOLATE;7998;13;7995;14;7993;7;8010;16;8011;22;8012;12;8004.5;-0.2
0;49400;ROSES;14991;18;14990;4;14987;9;15011;3;15012;9;15013;17;15000.9;-1.7
0;49400;CHOCOLATE;7998;21;7997;21;7995;15;8010;14;8011;19;8014;25;8004.5;-0.7
0;49500;ROSES;14991;17;14990;19;14989;9;15011;15;15013;9;15015;5;15001.1;1.2
0;49500;CHOCOLATE;7998;9;7996;19;7993;8;8010;8;8013;12;8014;5;8004.5;0.7
0;49600;ROSES;14991;17;14990;14;14988;11;15011;6;15014;20;15017;5;15001.3;-0.5
0;49600;CHOCOLATE;7998;15;7996;6;7993;19;8010;13;8012;16;8015;8;8004.4;0.7
0;49700;ROSES;14992;15;14990;8;14989;11;15012;19;15014;18;15015;19;15001.6;0.4
0;49700;CHOCOLATE;7998;8;7995;6;7994;6;8010;23;8011;13;8012;12;8004.0;0.8
0;49800;ROSES;14992;15;14991;15;14988;15;15012;6;15015;10;15018;11;15001.7;0.2
0;49800;CHOCOLATE;7998;24;7997;14;7995;5;8010;8;8013;10;8015;21;8003.8;0.0
0;49900;ROSES;14992;8;14989;13;14987;5;15012;8;15015;8;15016;13;15002.0;-1.0
0;49900;CHOCOLATE;7998;15;7997;5;7994;10;8010;13;8012;7;8014;10;8003.9;-0.4
0;50000;ROSES;14992;3;14989;18;14987;10;15012;18;15014;6;15017;4;15001.8;-2.2
0;50000;CHOCOLATE;7998;10;7996;9;7995;8;8010;8;8013;14;8016;15;8004.1;-1.5
0;50100;ROSES;14991;11;14988;14;14986;17;15011;3;15014;14;15016;12;15001.3;0.6
0;50100;CHOCOLATE;7998;13;7995;21;7992;25;8010;5;8012;9;8013;18;8003.9;-2.6
0;50200;ROSES;14992;10;14991;16;14989;14;15012;9;15014;5;15015;9;15001.6;-1.4
0;50200;CHOCOLATE;7998;22;7997;19;7995;21;8010;10;8013;13;8016;16;8004.2;-0.6
0;50300;ROSES;14992;4;14990;19;14988;13;15012;6;15014;16;15015;17;15001.8;-0.8
0;50300;CHOCOLATE;7998;20;7996;9;7994;19;8010;9;8011;21;8012;14;8003.7;-0.9
0;50400;ROSES;14992;12;14990;3;14988;17;15012;4;15014;9;15015;12;15001.5;-1.3
0;50400;CHOCOLATE;7998;16;7996;5;7994;6;8010;13;8011;9;8013;16;8003.8;-0.6
0;50500;ROSES;14992;5;14989;11;14986;7;15012;9;15015;16;15016;5;15001.9;-1.5
0;50500;CHOCOLATE;7998;17;7996;18;7995;17;8010;8;8013;13;8016;14;8003.7;0.3
0;50600;ROSES;14992;7;14990;9;14987;11;15012;7;15014;16;15017;20;15001.7;-0.4
0;50600;CHOCOLATE;7998;22;7996;10;7993;17;8010;18;8013;8;8015;9;8003.8;1.0
0;50700;ROSES;14991;17;14988;14;14985;16;15011;17;15014;16;15016;16;15001.3;-0.3
0;50700;CHOCOLATE;7997;24;7996;14;7994;12;8009;23;8010;21;8011;16;8003.2;0.7
0;50800;ROSES;14992;7;14989;15;14987;3;15012;17;15013;19;15015;17;15001.5;1.1
0;50800;CHOCOLATE;7997;24;7995;8;7992;14;8009;23;8010;20;8012;15;8003.2;-0.5
0;50900;ROSES;14992;4;14989;9;14986;19;15012;7;15015;20;15018;18;15001.6;-0.5
0;50900;CHOCOLATE;7998;14;7995;5;7994;20;8010;24;8012;11;8015;8;8003.7;2.0
0;51000;ROSES;14992;9;14991;6;14988;18;15012;3;15013;19;15014;17;15001.8;0.3
0;51000;CHOCOLATE;7997;12;7995;22;7993;13;8009;24;8011;19;8012;24;8003.1;1.8
0;51100;ROSES;14992;10;14991;8;14990;19;15012;20;15013;9;15016;18;15001.9;0.5
0;51100;CHOCOLATE;7997;13;7996;17;7993;17;8009;8;8011;19;8013;18;8002.9;0.1
0;51200;ROSES;14992;15;14990;3;14988;12;15012;4;15013;17;15016;4;15002.0;-0.7
0;51200;CHOCOLATE;7997;13;7996;5;7994;10;8009;16;8012;21;8014;21;8003.1;-0.7
0;51300;ROSES;14992;8;14989;7;14987;14;15012;13;15015;17;15016;7;15002.1;2.7
0;51300;CHOCOLATE;7997;20;7995;17;7993;20;8009;24;8010;10;8013;23;8003.0;2.1
0;51400;ROSES;14992;13;14989;14;14986;15;15012;5;15014;4;15015;3;15002.1;-1.5
0;51400;CHOCOLATE;7997;20;7996;15;7993;12;8009;12;8010;8;8012;10;8003.1;-0.6
0;51500;ROSES;14992;11;14990;6;14989;4;15012;5;15013;17;15016;14;15002.0;-1.3
0;51500;CHOCOLATE;7997;19;7996;17;7994;9;8009;25;8010;23;8013;22;8002.7;-1.5
0;51600;ROSES;14992;9;14990;8;14987;16;15012;19;15014;9;15015;5;15002.1;0.9
0;51600;CHOCOLATE;7996;9;7993;5;7992;16;8008;18;8009;23;8010;22;8002.3;-0.9
0;51700;ROSES;14992;19;14989;18;14986;9;15012;9;15015;18;15018;19;15002.3;-0.9
0;51700;CHOCOLATE;7996;18;7993;25;7992;17;8008;7;8009;23;8011;7;8002.1;1.4
0;51800;ROSES;14992;4;14991;20;14990;13;15012;3;15014;10;15015;12;15002.5;1.1
0;51800;CHOCOLATE;7996;14;7993;7;7991;22;8008;23;8009;12;8010;21;8002.3;-0.5
0;51900;ROSES;14993;6;14991;18;14988;11;15013;3;15014;4;15017;13;15002.8;-0.6
0;51900;CHOCOLATE;7996;15;7995;6;7994;12;8008;20;8009;7;8012;23;8002.1;0.4
0;52000;ROSES;14993;5;14992;20;14990;18;15013;7;15014;11;15016;4;15003.2;-1.1
0;52000;CHOCOLATE;7996;20;7995;14;7992;12;8008;5;8010;6;8012;5;8002.4;0.9
0;52100;ROSES;14993;3;14990;20;14987;18;15013;4;15015;15;15018;15;15003.3;-2.4
0;52100;CHOCOLATE;7996;19;7994;8;7991;24;8008;16;8009;16;8010;11;8002.3;-1.3
0;52200;ROSES;14993;3;14992;10;14991;16;15013;20;15014;4;15017;3;15002.9;2.4
0;52200;CHOCOLATE;7996;19;7995;10;7994;14;8008;6;8009;15;8010;16;8002.4;-0.7
